AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,8.0,4.0,6.2,8.4,16.9,24.6,27.9,33.5,56.2,10.5,12.0,,,,
Current_Liabilities,6.9,13.3,10.4,5.3,6.8,9.1,6.2,5.8,3.8,14.9,13.0,,,,
Diluted_EPS,-2.327,-4.211,-7.294,-6.344,-12.973,-6.162,-5.637,-5.546,-0.777,-0.161,0.054,-0.004,-0.015,-0.218,-0.18
Goodwill_Intangibles,13.0,13.4,13.4,14.3,15.3,25.4,26.5,24.8,9.5,5.7,5.9,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,1.7,3.8,1.2,2.0,3.3,8.2,2.1,2.2,2.5,2.9,16.1,3.9,3.2,11.9,9.6
Shares_Diluted,2.1922,1.1713,1.1674,1.1674,1.1668,1.1377,1.1636,1.0422,17.7806,16.35,16.35,,,,
Total_Assets,22.1,18.9,20.8,25.0,33.6,50.7,55.0,58.7,66.0,17.4,18.6,,,,
Total_Liabilities,11.0,17.4,14.0,10.2,11.8,14.0,11.2,8.1,8.7,18.4,19.9,,,,
