AAII_QTR_DATA,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
Current_Assets,224.6,211.4,212.4,212.4,210.3,229.0,214.1,203.5
Current_Liabilities,242.6,204.5,130.9,125.0,122.1,121.3,120.2,100.0
Diluted_EPS,-1.388,-1.344,-0.889,1.232,-1.473,-0.533,-0.287,-0.604
Goodwill_Intangibles,12.4,14.0,15.7,17.3,19.0,20.5,22.0,23.8
Inventory,146.3,128.6,123.9,125.1,122.9,129.9,122.3,118.6
LT_Debt,0.7,0.9,49.6,40.9,71.4,62.1,62.7,72.5
Revenue,164.4,168.5,168.1,148.9,143.9,156.6,145.6,138.7
Shares_Diluted,22.3362,22.1025,21.9414,22.0832,21.9895,21.9581,21.9214,21.8446
Total_Assets,517.0,493.9,499.4,492.9,493.5,508.6,515.7,510.5
Total_Liabilities,317.8,290.5,266.8,243.2,270.9,263.7,263.9,254.6
