AAII_QTR_DATA,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,117.7,100.7,94.5,84.6,61.2,23.5,41.4,53.0,30.8,24.3,39.9,33.2,,
Current_Liabilities,135.4,120.6,143.6,115.8,90.6,69.1,140.9,118.2,63.8,60.8,81.8,52.4,,
Diluted_EPS,0.472,0.53,0.39,0.278,0.177,0.175,0.07,0.117,0.127,0.146,0.066,0.055,0.094,0.081
Goodwill_Intangibles,224.1,226.9,229.8,233.3,213.1,150.8,152.1,154.1,131.8,134.5,135.2,132.6,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,119.4,121.4,123.5,125.6,127.8,66.2,23.5,64.4,58.4,62.7,66.3,69.0,0.0,0.0
Revenue,72.7,75.3,62.8,45.6,39.3,37.1,24.6,32.0,28.1,29.4,25.9,22.2,21.9,21.4
Shares_Diluted,51.7507,51.8826,51.8473,51.834,56.367,50.0,50.0,50.0,50.0,50.0,50.0,50.0,,
Total_Assets,365.9,344.7,341.1,332.2,291.1,191.0,210.6,225.0,177.3,172.5,187.4,177.1,,
Total_Liabilities,272.1,259.8,285.4,261.9,235.8,145.8,175.0,193.3,131.7,133.1,155.9,135.2,,
