AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,823.3,799.3,885.0,963.1,928.2,968.4,1007.2,1554.4,1338.5,1464.5,1172.6,1561.6,1096.2,1143.1,1178.7,1241.1,1532.8,1543.9
Current_Liabilities,370.1,355.9,543.5,602.1,563.2,549.0,562.7,718.4,639.4,674.0,789.4,987.8,883.3,925.4,970.4,975.3,1111.1,1161.8
Diluted_EPS,0.16,1.632,-0.16,-0.163,0.111,-0.141,-0.472,-1.347,-1.298,-0.644,-5.306,-1.457,-0.262,1.172,0.359,-3.997,-0.623,-0.296
Goodwill_Intangibles,584.2,579.7,589.9,598.6,603.5,606.5,621.8,624.1,634.5,633.7,634.3,895.5,978.5,984.9,1000.1,1014.2,1050.1,1066.4
Inventory,400.5,398.1,379.9,361.7,394.5,387.9,412.7,400.4,446.2,465.8,467.1,453.0,473.9,454.4,470.4,413.6,543.7,533.6
LT_Debt,1605.1,1587.9,1587.1,1586.2,1585.0,1606.1,1606.3,1952.3,2013.3,2014.6,1557.1,1800.2,1400.9,1460.8,1427.4,1480.6,1619.2,1613.0
Revenue,328.9,307.6,349.4,386.7,319.2,357.4,396.6,466.8,426.0,481.8,495.1,693.1,704.7,1502.3,730.2,869.0,807.9,855.1
Shares_Diluted,68.454,65.282,64.82,64.694,65.096,64.545,64.299,54.578,52.488,52.011,51.976000000000006,51.754,50.395,50.493,50.4225,49.944,49.668,49.628
Total_Assets,1597.3,1568.3,1667.5,1761.2,1752.5,1800.7,1883.5,2450.9,2401.9,2533.4,2266.3,2980.3,2625.4,2761.8,2823.3,2854.6,3330.5,3375.4
Total_Liabilities,2285.4,2270.4,2472.7,2548.6,2564.6,2629.6,2709.7,3269.8,3471.8,3597.8,3313.7,3761.6,3158.3,3352.6,3381.2,3427.9,3607.0,3613.4
