AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.4,0.1,1.2,2.8,0.7,0.8,0.9,1.1,0.2,0.1,0.2,0.3,0.4,0.3,0.4,0.3,0.4,0.5
Current_Liabilities,1.9,2.6,2.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Diluted_EPS,-0.071,-0.009,-0.006,-0.022,-0.011,-0.007,-0.004,0.016,-0.007,-0.011,0.015,0.01,0.004,-0.002,0.002,-0.003,-0.015,-0.002
Goodwill_Intangibles,,8.4,8.4,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.8,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,0.3,0.1,0.1,0.1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,161.4389,160.559,122.5878,92.3611,34.8376,34.8376,34.8376,35.6326,34.8376,34.8376,34.8376,34.8376,34.8376,34.8376,34.8376,34.8376,34.8376,34.8376
Total_Assets,0.5,8.7,9.7,2.9,0.7,1.1,1.3,1.5,0.8,1.0,1.4,0.9,0.5,0.4,0.5,0.4,0.5,1.0
Total_Liabilities,3.1,2.6,2.1,1.6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
