AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,810.6,767.8,776.9,655.1,629.7,529.5,463.5,443.0,412.4,,,,,,
Current_Liabilities,463.1,422.3,452.9,363.7,370.5,298.4,256.6,256.4,309.4,,,,,,
Diluted_EPS,0.114,0.062,0.104,0.098,0.084,0.073,0.063,0.06,0.058,,,,0.002,,
Goodwill_Intangibles,53.1,51.4,49.9,48.7,48.1,47.0,45.8,44.6,4.9,,,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,3.3,3.4,3.4,3.4,3.4,3.4,3.8,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,137.3,118.4,111.9,101.2,87.5,76.3,68.6,59.0,40.3,,,,18.0,,
Shares_Diluted,311.567,312.837,313.1654,312.9929,313.1891,323.5224,313.205,295.0284,292.9158,,,,,,
Total_Assets,870.3,826.3,834.6,710.7,684.5,583.0,515.9,493.7,418.9,,,,,,
Total_Liabilities,468.3,426.7,456.8,367.6,374.4,302.7,261.0,260.8,309.8,,,,,,
