AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,27.4,25.7,23.7,21.0,22.9,24.1,38.2,28.7,32.0,8.5,11.5,8.1,8.8,8.9,10.8,6.0,0.1
Current_Liabilities,33.4,30.2,29.1,25.8,25.2,34.4,7.6,6.8,9.5,8.2,11.9,7.8,9.0,8.5,10.6,6.4,3.8
Diluted_EPS,-0.188,-2.675,-0.364,-0.404,-0.23,-0.104,-0.072,-0.146,-0.414,0.131,-0.285,-0.161,-0.149,0.579,0.0139999999999999,-0.162,0.066
Goodwill_Intangibles,13.6,14.0,52.2,53.4,54.6,55.8,3.9,4.0,3.0,0.0,,,,,,0.0,0.0
Inventory,2.7,2.5,3.5,5.5,3.0,2.5,1.5,1.5,1.5,,,,,,,0.0,0.0
LT_Debt,6.8,8.2,2.1,2.2,2.1,5.1,11.6,1.5,1.6,1.7,3.2,3.3,1.9,2.0,2.1,1.8,0.0
Revenue,17.4,25.9,19.0,16.5,15.1,27.0,6.7,4.4,7.3,9.3,5.0,2.8,4.0,6.3,11.7,10.1,3.8
Shares_Diluted,15.9644,15.0493,13.5466,14.0701,12.6464,11.0845,9.1034,9.0585,7.6953,5.3114,5.2982,5.2982,5.2982,5.5762,5.4747,4.7731,3.3576
Total_Assets,68.3,67.5,97.1,96.0,99.4,103.7,56.6,46.7,48.6,19.6,22.8,19.7,15.5,15.7,18.1,13.5,6.3
Total_Liabilities,49.8,48.2,33.6,30.3,30.8,43.9,19.4,9.1,13.4,11.7,15.7,11.9,11.9,11.8,14.3,9.8,3.8
