AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020
Current_Assets,2.8,3.6,8.3,8.4,7.2,4.3,4.3,0.4,,,
Current_Liabilities,18.0,15.1,16.8,11.5,10.5,17.1,11.4,8.2,,,
Diluted_EPS,,-10.34,-3.477,-36.704,-26.313,-6.261,-3.69,-2.727,-0.024,-0.055,-0.012
Goodwill_Intangibles,21.7,22.3,23.2,15.1,15.4,15.8,9.8,0.3,,,
Inventory,2.1,2.7,5.6,4.9,4.0,3.4,3.0,0.0,,,
LT_Debt,13.8,13.9,13.5,8.9,5.5,10.0,7.9,1.9,0.0,0.0,0.0
Revenue,2.4,3.7,5.4,8.7,4.5,4.2,3.4,1.4,0.6,0.6,0.8
Shares_Diluted,,0.7805,0.5602,0.5602,0.6331,0.6386,0.6386,0.6386,,,
Total_Assets,27.6,29.1,34.1,26.2,25.0,22.6,16.3,1.4,,,
Total_Liabilities,34.1,31.5,32.1,22.2,17.5,28.7,19.6,10.2,,,
