AAII_QTR_DATA,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,213.9,206.4,234.6,236.8,209.6,173.7,173.1,167.5
Current_Liabilities,225.8,173.5,178.9,173.2,180.4,177.9,174.5,156.0
Diluted_EPS,-1.446,-0.242,1.14,1.122,0.654,-0.649,-0.213,-0.037
Goodwill_Intangibles,2.2,2.8,3.5,4.3,5.0,5.8,6.5,7.3
Inventory,17.5,20.5,21.7,32.7,32.1,29.8,35.2,32.8
LT_Debt,506.1,600.7,633.5,706.3,744.1,760.8,802.6,828.1
Revenue,90.0,112.6,183.6,209.7,186.3,141.5,149.3,102.7
Shares_Diluted,39.9454,39.9184,40.1113,40.16,39.924,39.8907,39.8907,27.7313
Total_Assets,1961.8,2060.1,2106.4,2127.4,2128.4,2117.4,2182.1,2197.2
Total_Liabilities,767.8,809.6,847.0,913.3,959.3,974.9,1014.4,1020.1
