AAII_QTR_DATA,12/31/2022,06/30/2022,12/31/2021
Current_Assets,11941.7,,
Current_Liabilities,8344.5,,
Diluted_EPS,1.42,1.295,1.894
Goodwill_Intangibles,1809.4,,
Inventory,5189.1,,
LT_Debt,5225.6,0.0,0.0
Revenue,2058.0,1942.1,2862.3
Shares_Diluted,108.7212,,
Total_Assets,24745.9,,
Total_Liabilities,18937.1,,
