AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,13.6,12.9,14.2,13.6,10.8,8.9,11.5,9.0,11.3,9.5,11.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,5.0,4.1,4.9,4.2,2.8,2.9,5.5,3.1,5.1,8.9,10.3,0.1,0.1,0.1,0.1,0.0
Diluted_EPS,-0.001,-0.002,-0.003,0.005,0.024,0.0,0.0,-0.001,-0.001,-0.001,0.001,0.001,0.001,0.0,-0.001,0.0
Goodwill_Intangibles,,,0.0,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,5.3,5.3,5.2,5.2,1.7,1.7,0.1,0.1,0.1,0.1,0.1
Revenue,6.5,5.8,8.4,6.9,5.1,5.8,9.0,6.2,5.2,8.8,38.4,10.1,17.9,8.3,,
Shares_Diluted,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,16.9147,16.9147
Total_Assets,13.6,12.9,14.3,14.4,11.6,9.7,12.3,9.8,12.1,12.7,14.3,0.0,0.0,0.0,0.0,0.0
Total_Liabilities,5.0,4.1,4.9,4.2,2.8,8.2,10.8,8.3,10.3,10.3,11.7,0.2,0.2,0.2,0.2,0.1
