AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,476.0,448.8,467.2,407.3,349.4,322.2,279.2,235.4,219.3,206.5,191.6,216.4,225.4,210.2,211.6,189.4,169.5,152.5,136.1,91.0
Current_Liabilities,151.6,162.2,174.7,159.4,143.9,147.8,145.8,127.5,97.9,93.5,98.4,88.3,108.1,116.8,87.0,75.0,67.6,65.0,61.6,95.1
Diluted_EPS,0.519,0.322,0.677,0.576,0.43,0.33,0.441,0.342,0.262,0.158,0.137,0.124,0.345,-0.346,0.362,0.208,0.158,0.179,0.05,0.121
Goodwill_Intangibles,295.2,303.8,259.3,250.8,251.3,234.5,241.2,233.8,175.9,158.9,163.6,110.5,127.4,121.0,90.4,90.8,96.4,96.2,95.0,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,62.3,67.0,63.7,54.6,54.6,55.4,59.0,62.2,39.9,45.2,46.8,48.7,53.8,52.6,41.0,0.0,0.0,0.0,0.0,0.0
Revenue,252.5,254.7,243.5,223.9,210.0,195.7,183.0,165.8,129.6,121.4,109.8,104.5,122.7,114.3,114.0,106.0,100.7,94.9,87.8,82.2
Shares_Diluted,58.2106,57.9596,58.129,58.2362,57.9993,58.0193,57.7926,57.9546,57.203,57.1079,56.6396,56.7628,56.3454,53.1407,55.4222,54.8533,54.9128,54.8925,53.8426,54.0501
Total_Assets,896.1,878.8,857.2,771.7,709.4,669.1,638.0,582.1,472.5,449.7,444.9,416.7,447.8,428.6,383.7,308.1,285.4,265.2,246.7,201.9
Total_Liabilities,228.8,245.3,255.9,234.7,219.2,217.9,222.6,214.2,154.7,151.0,157.8,144.0,171.2,175.9,130.8,78.0,70.9,68.8,65.7,109.0
