AAII_QTR_DATA,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018,12/31/2017,06/30/2017,12/31/2016,06/30/2016
Current_Assets,7.9,1.7,1.8,2.7,10.7,9.8,11.5,11.3,1.7
Current_Liabilities,3.3,3.2,2.7,1.5,5.5,2.7,0.7,1.1,6.9
Diluted_EPS,-0.534,-0.512,-1.488,-2.465,-1.575,-1.375,-0.999,-1.449,-1.129
Goodwill_Intangibles,,0.0,,0.0,3.5,3.7,3.7,3.8,4.2
Inventory,0.8,1.1,1.1,1.3,3.2,2.2,0.8,0.1,0.8
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,0.3,0.1,0.2,0.3,0.3,0.5,0.4,7.9,5.1
Shares_Diluted,3.1763,2.2258,2.2258,2.2167,2.1877,2.1641,2.1641,1.8205,6.2816
Total_Assets,8.2,2.3,3.7,5.7,16.0,15.6,15.8,16.6,8.4
Total_Liabilities,4.0,3.6,4.0,2.6,7.4,4.4,0.7,2.6,7.6
