AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,111.0,136.8,121.3,127.8,133.3,152.1,153.0,153.5,141.8,164.1,195.0,222.2,227.0,243.4,245.2,268.7,266.8,255.2,292.5
Current_Liabilities,32.7,37.4,39.0,30.1,28.8,31.3,29.2,21.0,23.0,24.0,22.9,33.9,43.1,24.2,25.0,22.1,19.0,17.7,25.7
Diluted_EPS,-0.354,-0.128,-0.378,-0.332,-0.343,-0.637,-0.37,0.199,-0.393,-0.545,-0.459,-0.529,-0.6629999999999999,-0.81,-1.001,-1.023,-1.101,-0.7090000000000001,-1.011
Goodwill_Intangibles,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9
Inventory,14.0,16.6,20.8,13.1,12.7,11.0,8.8,8.0,14.2,14.6,19.5,17.6,13.5,11.6,8.8,7.6,2.0,,
LT_Debt,257.7,256.9,258.5,257.2,255.9,254.4,253.3,252.8,250.8,250.5,250.6,251.6,240.3,260.7,260.4,260.1,229.2,229.0,228.7
Revenue,31.2,75.6,30.2,29.6,24.9,31.8,24.4,57.5,16.4,16.0,13.7,9.3,7.9,9.0,3.9,2.0,1.6,17.0,0.1
Shares_Diluted,56.9034,55.7513,55.1665,53.0234,52.1495,50.6329,49.214,48.9457,46.6644,45.9239,45.4833,43.6298,41.6412,33.7937,32.5905,32.4462,32.3346,32.1501,31.7429
Total_Assets,150.8,172.5,157.3,163.7,170.2,183.9,182.3,179.6,159.3,176.9,198.7,227.1,233.7,251.1,252.8,276.6,272.4,300.2,317.8
Total_Liabilities,339.9,343.6,323.5,313.1,310.5,311.7,287.3,278.9,278.3,279.1,278.6,290.6,288.9,290.7,293.4,290.3,256.4,252.6,260.2
