AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,23.4,16.2,16.4,18.2,18.3,18.0,19.1,20.7,21.8,22.2,22.0,21.3,19.8,19.6,18.8,19.6,19.1,18.5,18.3,19.4
Current_Liabilities,7.5,6.5,7.2,7.7,7.3,7.0,7.8,8.4,7.7,8.1,7.5,7.4,6.1,7.1,7.0,6.4,5.4,5.7,5.3,5.7
Diluted_EPS,-0.033,-0.026,-0.051,-0.05,-0.018,-0.039,-0.023,-0.109,-0.008,-0.006,0.003,0.024,0.03,0.028,-0.053,-0.068,-0.0139999999999999,0.001,-0.023,-0.031
Goodwill_Intangibles,9.5,9.8,10.0,10.3,10.6,10.9,11.2,11.4,11.7,12.0,12.3,12.6,12.8,13.1,13.4,13.7,14.0,14.3,14.6,
Inventory,8.2,6.9,7.0,7.0,7.6,7.3,8.7,8.7,8.9,9.7,9.6,9.0,8.2,7.5,8.0,7.7,7.6,6.7,6.4,6.4
LT_Debt,1.8,2.8,3.0,3.2,3.5,3.8,4.1,4.1,4.3,4.5,4.5,4.7,4.9,5.2,5.4,5.6,5.8,5.1,5.2,5.7
Revenue,7.4,8.5,7.4,8.9,8.3,9.2,9.1,8.3,10.7,9.9,9.5,9.1,8.7,9.6,7.6,8.7,7.9,8.5,8.5,8.1
Shares_Diluted,35.1241,27.1722,27.0709,27.0423,27.0336,27.0087,26.994,26.7946,26.3667,26.1172,28.4323,27.8315,27.5698,27.3613,25.8268,25.8138,25.8107,27.3972,25.7727,25.7355
Total_Assets,55.3,47.0,47.5,50.7,52.3,51.9,54.1,54.6,48.7,49.9,48.7,47.6,46.1,46.8,46.1,46.0,46.9,46.4,46.0,47.1
Total_Liabilities,18.5,18.8,19.8,21.0,20.5,19.8,21.1,21.0,12.7,13.5,13.0,13.0,12.1,13.6,13.9,12.5,11.8,11.2,10.9,11.8
