AAII_QTR_DATA,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018
Current_Assets,4085.0,4577.0,4692.0,4525.0,4287.0,4952.0,5326.0,5101.0,5074.0,5136.0,4905.0
Current_Liabilities,3274.0,3371.0,3115.0,2683.0,3031.0,3575.0,3805.0,3708.0,3651.0,3807.0,4309.0
Diluted_EPS,-0.811,-2.36,-0.371,-0.381,-0.362,1.025,1.565,-0.484,0.111,1.8880000000000001,1.705
Goodwill_Intangibles,56.0,56.0,58.0,57.0,61.0,63.0,65.0,65.0,67.0,68.0,
Inventory,848.0,763.0,896.0,1012.0,1074.0,911.0,1195.0,1164.0,1211.0,1110.0,1400.0
LT_Debt,4504.0,4690.0,4694.0,4859.0,4283.0,4317.0,4528.0,4588.0,4552.0,4521.0,3893.0
Revenue,1812.0,2065.0,1675.0,1925.0,1838.0,2780.0,3042.0,2996.0,2433.0,3317.0,2606.0
Shares_Diluted,99.9,100.0,99.7,99.7,99.5,99.5,99.7,99.2,99.4,99.6,99.7
Total_Assets,6118.0,6637.0,6675.0,6440.0,6363.0,6917.0,7294.0,7066.0,7037.0,7230.0,6924.0
Total_Liabilities,9951.0,10463.0,10505.0,10298.0,10104.0,10643.0,10957.0,10921.0,10853.0,11161.0,11263.0
