AAII_QTR_DATA,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,58.3,72.7,78.2,81.5,87.6,83.3,72.4,65.7,67.5,71.4,81.1,82.0,85.2,86.7,93.5
Current_Liabilities,15.9,100.5,102.9,105.6,31.6,27.1,23.1,22.8,22.1,19.4,25.9,24.4,19.8,17.6,20.9
Diluted_EPS,-0.587,-0.061,0.063,-0.037,0.077,-0.48,0.35,-0.07,-0.106,-1.116,0.001,-0.259,-0.01,-1.146,0.034
Goodwill_Intangibles,37.3,36.0,34.3,32.9,35.2,33.9,47.9,46.8,45.5,43.7,57.9,56.1,54.4,53.0,69.8
Inventory,29.6,29.1,32.1,34.7,37.6,30.2,29.6,31.5,32.7,32.0,30.0,31.5,30.9,30.4,32.9
LT_Debt,76.2,13.9,0.0,0.0,84.0,99.3,83.1,82.9,82.2,99.8,81.9,81.8,81.9,81.6,82.1
Revenue,18.8,19.5,22.0,25.8,25.6,32.8,32.0,16.0,21.2,21.3,24.6,22.5,22.0,24.5,23.7
Shares_Diluted,20.9017,20.9017,20.9017,20.9017,20.9017,20.9017,20.9017,20.9017,20.9017,20.9017,20.9017,20.9017,20.9017,20.9058,26.1576
Total_Assets,106.1,118.9,122.8,124.7,136.0,130.4,136.1,128.7,129.1,131.1,173.3,171.7,172.6,151.2,183.3
Total_Liabilities,112.4,119.2,122.0,125.2,136.1,132.6,129.0,129.4,128.4,126.4,134.3,132.6,128.5,107.2,115.2
