AAII_QTR_DATA,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,21.1,24.5,30.1,11.1,16.9,11.0,15.6,21.8,26.8
Current_Liabilities,6.4,5.4,5.4,6.3,5.7,3.5,2.8,3.3,2.7
Diluted_EPS,-0.114,-0.136,-0.183,-0.24,-0.255,-0.266,-0.259,-0.252,-0.23199999999999998
Goodwill_Intangibles,2.9,2.6,2.5,2.4,2.3,2.3,2.2,2.2,2.2
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,1.4,0.6,0.5,0.5,0.1,0.1,0.1,0.1,0.1
Shares_Diluted,53.2439,52.9015,43.8331,32.7534,29.1695,28.1505,27.5479,27.2247,27.006
Total_Assets,27.9,31.1,36.9,18.1,23.9,18.1,23.0,26.2,31.0
Total_Liabilities,8.6,7.1,7.3,8.4,7.9,5.9,5.8,3.3,2.7
