AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,495.1,451.6,357.4,296.2,348.2,333.3,374.5,453.8,334.4,357.9,363.8,370.9
Current_Liabilities,271.3,253.0,257.5,195.5,231.9,206.4,226.2,293.5,267.0,274.7,235.9,245.0
Diluted_EPS,0.394,-0.439,-0.394,-1.342,-0.354,-1.069,0.034,-0.434,-1.3559999999999999,-0.8,-0.386,-0.701
Goodwill_Intangibles,239.0,253.4,292.1,298.5,320.8,320.7,333.6,321.5,380.3,372.9,355.6,346.4
Inventory,121.5,116.2,108.1,93.6,61.7,45.0,43.2,46.3,85.5,81.0,69.5,75.5
LT_Debt,73.0,74.6,12.4,12.8,0.1,0.1,0.0,12.1,0.0,0.2,0.3,0.4
Revenue,247.3,227.5,197.1,108.5,174.7,142.2,158.5,149.1,276.7,131.9,160.2,171.4
Shares_Diluted,39.079,37.974,37.548,37.196,36.992,36.736,36.537,36.417,36.381,36.277,36.223,36.179
Total_Assets,789.7,761.3,719.5,669.6,748.1,734.3,790.9,856.1,811.7,826.6,818.9,816.9
Total_Liabilities,419.8,408.2,354.3,294.2,324.3,300.2,322.2,404.4,364.0,371.2,330.5,331.0
