AAII_QTR_DATA,04/30/2023,01/31/2023,10/31/2022,07/31/2022,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018
Current_Assets,516.8,504.2,503.3,498.1,479.6,500.0,505.1,465.1,621.1,567.3,544.8,509.4,531.1,581.0,593.9,573.3,539.2,501.7,494.0,471.3
Current_Liabilities,236.4,229.8,243.6,255.2,243.8,227.5,266.5,257.6,221.1,201.5,205.0,185.9,228.0,216.7,255.9,241.9,177.9,163.7,181.6,190.9
Diluted_EPS,0.961,0.76,0.772,0.814,0.777,0.648,0.653,0.533,0.711,0.59,0.625,0.528,0.257,0.623,0.682,0.682,0.65,0.5489999999999999,0.563,0.669
Goodwill_Intangibles,655.9,658.3,648.9,660.9,670.0,685.3,699.1,706.5,440.6,440.5,433.6,438.4,427.5,444.0,446.2,447.1,450.5,456.9,456.2,
Inventory,182.8,195.2,195.7,190.0,177.2,167.5,152.3,136.1,122.8,122.9,120.2,135.7,124.6,120.8,119.6,120.0,119.9,118.5,114.0,113.1
LT_Debt,50.8,77.3,99.0,95.0,77.0,83.0,67.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0
Revenue,337.1,326.2,322.6,324.0,338.6,318.1,321.5,306.1,295.5,265.8,277.2,251.7,265.9,276.7,286.9,295.3,289.7,282.4,293.2,297.5
Shares_Diluted,50.001,50.009,50.09,50.439,51.568,52.162,52.436,52.613,52.449,52.282,52.292,52.388000000000005,52.972,53.827,53.736,53.647,53.48,53.206,52.958,52.26600000000001
Total_Assets,1376.8,1372.3,1350.6,1367.3,1344.2,1387.1,1410.5,1377.8,1260.2,1207.9,1175.7,1142.5,1140.3,1215.8,1231.2,1157.3,1115.9,1083.3,1073.6,1056.9
Total_Liabilities,381.7,404.9,438.9,456.0,430.0,420.5,446.6,414.7,308.6,288.5,295.3,279.4,319.7,315.9,354.7,306.5,291.3,280.0,300.7,304.8
