AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
Current_Assets,81.3,82.3,93.8,75.3,72.4,61.3,62.5,49.3,,,,,,
Current_Liabilities,252.8,212.7,190.4,139.5,112.7,138.7,102.0,87.1,,,,,,
Diluted_EPS,-0.068,-0.012,0.032,-0.018,-0.103,-0.035,-0.242,0.0,-0.034,-0.07,0.041,0.024,0.008,0.026
Goodwill_Intangibles,29.5,30.4,31.5,32.5,33.6,29.8,30.8,29.6,,,,,,
Inventory,44.0,39.2,33.7,32.9,26.9,23.3,18.5,13.3,,,,,,
LT_Debt,371.4,333.4,306.1,264.7,240.2,83.1,74.4,251.9,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,197.3,201.8,198.6,186.4,152.2,140.1,129.8,228.0,98.8,89.9,86.7,84.7,66.2,60.4
Shares_Diluted,56.664,55.327,54.418,50.926,48.059,46.035,45.807,45.807,,,,,,
Total_Assets,1265.0,1186.4,1129.3,949.5,884.5,553.7,503.6,285.2,,,,,,
Total_Liabilities,1136.7,1057.2,1003.6,841.0,779.1,459.2,408.8,412.5,,,,,,
