AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,1.9,2.5,3.1,4.0,8.8,10.0,11.4,10.7,13.1,8.3,7.3,6.1,0.8,0.2,1.0,0.6,0.5,0.9,0.4,2.6
Current_Liabilities,4.8,4.8,5.1,4.8,4.6,4.5,6.2,6.5,6.4,6.8,6.6,7.4,7.8,7.8,7.5,7.3,7.6,8.0,8.3,8.7
Diluted_EPS,-0.001,-0.001,-0.003,-0.003,-0.003,-0.004,-0.005,-0.006,-0.01,-0.017,-0.003,-0.005,-0.004,-0.012,-0.008,-0.008,-0.006,-0.023,-0.013,-0.032
Goodwill_Intangibles,2.1,2.2,2.2,2.3,2.5,2.6,2.7,2.8,2.8,2.9,3.0,3.1,3.1,3.2,3.3,3.3,3.4,3.5,3.7,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.5,0.8,0.8,0.8,1.1,1.5,0.0,0.0,0.0,1.8,0.0,0.0,0.2,0.8,0.9,0.9,0.7,0.7,0.0,0.0
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,496.9387,503.8416,503.9645,581.3174,468.0402,457.008,452.7377,456.0582,396.182,355.2802,337.4946,290.7195,238.8354,214.0736,205.6666,196.7562,182.5562,170.5412,163.2843,154.1509
Total_Assets,8.0,8.7,9.3,10.4,11.7,13.1,14.7,14.3,16.9,12.4,11.7,9.2,4.0,3.5,4.3,4.0,4.0,4.4,4.3,6.5
Total_Liabilities,5.3,5.6,5.9,5.6,5.8,6.1,6.4,6.8,6.7,9.0,7.0,7.8,8.5,9.1,8.9,8.2,8.3,8.6,8.3,8.7
