AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,8.3,8.3,9.1,11.1,11.7,13.6,13.6,14.8,14.7,15.2,11.8,13.1,14.8,8.3,8.1,8.4,7.2,8.2,8.4
Current_Liabilities,1.4,1.4,1.6,2.1,1.7,2.4,1.8,2.2,1.4,1.3,2.4,2.8,3.1,2.4,3.1,3.3,3.1,2.7,1.4
Diluted_EPS,-0.03,-0.089,-0.314,-0.314,-0.199,-0.108,-0.122,-0.119,-0.06,-0.085,-0.119,-0.191,-0.135,-0.026,-0.104,-0.136,-0.1969999999999999,-0.102,-0.079
Goodwill_Intangibles,1.5,1.6,1.6,2.7,2.8,2.8,2.9,1.8,1.9,1.9,2.0,2.0,2.1,2.1,2.2,2.2,2.2,2.3,1.0
Inventory,2.3,3.2,3.5,4.7,4.7,4.8,4.6,5.1,4.7,5.3,5.4,4.8,3.6,2.6,2.1,2.3,2.0,1.9,1.5
LT_Debt,0.0,0.0,0.2,0.0,0.0,0.1,0.2,0.3,0.3,0.9,0.6,0.7,0.6,0.6,0.7,0.7,0.8,0.8,0.9
Revenue,3.7,2.6,2.4,5.0,2.2,2.7,2.6,2.3,2.7,2.3,2.1,1.6,2.5,3.2,3.1,2.3,1.8,1.6,1.7
Shares_Diluted,10.2974,10.3538,10.3038,10.291,10.2139,10.1987,10.0447,9.943,9.883,9.6963,9.0397,8.9861,8.5902,7.9435,7.7029999999999985,7.3879,7.1297,7.1328,7.1296
Total_Assets,10.9,11.0,11.3,15.0,15.5,17.7,17.8,18.0,17.9,18.5,15.2,16.6,18.3,11.6,11.6,12.0,10.1,10.6,9.4
Total_Liabilities,2.0,5.4,5.0,5.7,5.4,6.0,5.5,6.1,5.5,6.0,6.9,7.4,7.7,7.0,7.8,8.2,7.5,6.8,5.3
