AAII_QTR_DATA,04/30/2022,01/29/2022,10/30/2021,07/31/2021,05/01/2021,01/30/2021,10/31/2020,08/01/2020,05/02/2020,02/01/2020,11/02/2019,08/03/2019,05/04/2019,02/02/2019,11/03/2018,08/04/2018
Current_Assets,407.9,400.3,367.0,349.0,308.7,258.3,262.5,298.4,423.7,288.8,268.8,265.0,273.2,269.8,251.9,230.1
Current_Liabilities,226.4,226.2,207.2,220.2,225.1,196.3,176.4,173.7,153.1,177.8,164.1,164.1,166.3,142.2,124.8,110.9
Diluted_EPS,3.454,1.499,1.54,3.052,1.695,-0.737,-0.64,-0.368,-4.02,0.904,0.099,1.765,1.285,0.988,0.11,1.614
Goodwill_Intangibles,179.0,179.2,179.4,179.6,179.9,180.1,180.3,180.6,180.8,241.6,241.9,242.2,242.5,242.8,243.4,
Inventory,122.8,117.7,91.0,77.3,108.8,123.5,148.7,148.6,169.5,152.2,154.2,152.7,157.2,160.7,138.2,123.9
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,34.8,65.0,207.6,0.0,0.0,0.0,33.2,13.0,32.2,24.9
Revenue,352.6,299.9,247.7,328.7,265.8,221.4,175.1,192.0,160.3,297.6,241.2,302.0,282.0,298.5,233.7,302.6
Shares_Diluted,16.622,16.953,16.872,16.859,16.792,16.576,16.568,16.547,16.612000000000002,16.968,16.934,16.907,16.848,16.89,16.87,16.84
Total_Assets,947.0,957.6,932.8,931.7,901.0,865.6,902.0,952.5,1097.5,1033.4,1013.1,1010.2,1024.4,727.3,712.8,693.4
Total_Liabilities,433.6,450.0,437.3,458.1,473.1,459.9,483.1,521.0,658.8,504.8,496.3,491.2,531.3,248.9,247.4,226.3
