AAII_QTR_DATA,10/31/2020,08/01/2020,05/02/2020,02/01/2020,11/02/2019,08/03/2019,05/04/2019,02/02/2019,11/03/2018,08/04/2018
Current_Assets,15.8,15.8,14.5,7.8,7.7,7.3,6.6,9.8,9.6,13.5
Current_Liabilities,68.3,66.6,64.6,65.9,65.7,10.5,9.6,10.8,14.8,19.2
Diluted_EPS,-10.583,-2.38,-3.319,-2.059,-12.338,-2.34,-4.403,0.402,0.134,-1.936
Goodwill_Intangibles,56.4,61.2,61.3,71.3,75.6,80.7,80.9,81.0,81.1,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.5,0.1,0.5,0.0,0.0,53.6,53.4,53.2,49.2,49.1
Revenue,4.1,4.4,4.0,5.5,4.9,5.6,5.1,6.1,5.8,7.1
Shares_Diluted,0.564,0.56,0.5571,0.5571,0.5534,0.5415,0.5128,0.4781,0.4717,4.6767
Total_Assets,75.9,80.5,79.6,82.9,90.2,95.0,94.3,93.1,92.8,96.7
Total_Liabilities,79.2,78.0,76.0,77.6,84.7,82.8,81.4,78.0,78.6,82.8
