AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021
Current_Assets,16.9,14.1,18.2,46.4,9.9,,,
Current_Liabilities,16.3,13.9,9.3,12.7,7.9,,,
Diluted_EPS,-40.15,-12.553,-58.234,-7.711,-4.798,-2.442,2.883,-0.006
Goodwill_Intangibles,40.4,40.9,,,,,,
Inventory,7.9,4.5,0.1,0.2,0.1,,,
LT_Debt,26.6,32.7,7.7,25.5,0.0,0.0,0.0,0.0
Revenue,15.9,16.1,4.7,7.3,3.7,0.0,2.0,2.0
Shares_Diluted,1.2416,0.6373,0.599,0.4363,0.2106,,,
Total_Assets,60.8,58.6,23.2,51.5,14.9,,,
Total_Liabilities,48.8,52.5,16.9,38.0,13.6,,,
