AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021
Current_Assets,134.8,212.0,286.3,163.0,103.7,,,,4.2
Current_Liabilities,130.7,152.9,187.6,155.8,150.9,,,,1.8
Diluted_EPS,-0.058,0.166,-0.044,0.0,0.0,0.857,0.039,0.732,-0.009
Goodwill_Intangibles,56.6,56.8,56.9,57.1,57.3,,,,0.0
Inventory,9.3,7.3,8.7,8.4,5.8,,,,0.0
LT_Debt,92.0,89.1,82.9,140.3,143.9,0.0,0.0,0.0,0.0
Revenue,43.0,66.7,66.6,102.3,49.0,61.2,47.2,33.6,0.0
Shares_Diluted,27.3836,27.2354,25.6714,25.6714,25.6714,,,,34.4375
Total_Assets,606.7,644.9,656.1,512.2,424.8,,,,315.4
Total_Liabilities,1426.1,1445.5,1722.0,323.0,310.5,,,,27.4
