AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,234.9,292.6,274.8,287.4,307.2,331.1,359.8,26.3,0.8,,,
Current_Liabilities,50.8,59.1,41.0,33.1,23.3,24.3,21.3,48.8,1.5,,,
Diluted_EPS,-0.195,-0.195,-0.129,-0.179,-0.096,0.034,0.146,-0.161,-0.189,-0.067,-0.044,-0.036
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,8.8,10.3,6.7,6.0,7.2,2.9,3.5,3.9,,,,
LT_Debt,0.0,19.7,5.0,6.0,7.0,7.9,14.4,18.5,0.0,0.0,0.0,0.0
Revenue,18.6,20.9,16.5,9.1,8.7,6.6,8.4,4.7,0.0,2.0,1.5,0.6
Shares_Diluted,146.4334,144.867,144.1173,143.552,143.3861,142.745,142.745,142.745,21.5625,,,
Total_Assets,305.5,348.1,325.6,333.1,343.9,362.9,382.7,46.5,173.4,,,
Total_Liabilities,101.7,121.1,77.2,72.8,63.8,72.6,98.5,89.2,31.7,,,
