AAII_QTR_DATA,12/25/2022,09/25/2022,06/26/2022,03/27/2022,12/26/2021,09/26/2021,06/27/2021,03/28/2021,12/27/2020,09/27/2020,06/28/2020,03/29/2020,12/29/2019,09/29/2019,06/30/2019,03/31/2019,12/23/2018,09/23/2018
Current_Assets,69.9,71.6,70.7,65.4,101.5,103.1,100.3,94.7,90.3,91.7,87.0,89.8,89.4,92.9,90.4,87.2,83.5,78.5
Current_Liabilities,11.5,15.0,17.5,16.4,53.3,15.9,15.3,14.6,11.0,12.7,10.6,14.6,11.6,14.0,13.9,14.9,12.8,16.3
Diluted_EPS,0.793,1.459,1.735,0.524,0.518,0.861,1.4,0.501,0.33,0.888,0.971,0.759,0.287,0.865,1.277,0.593,2.303,1.06
Goodwill_Intangibles,1.0,1.1,1.1,1.1,1.2,1.2,1.2,1.3,1.3,1.3,1.3,1.4,1.4,1.4,1.4,1.4,1.4,1.4
Inventory,0.3,0.7,0.9,0.5,0.4,0.9,0.8,0.6,0.4,0.6,0.7,0.4,0.6,0.6,0.7,0.5,0.5,0.6
LT_Debt,108.6,108.4,108.3,108.2,107.3,147.2,147.0,146.8,146.7,146.5,146.3,146.1,146.0,145.8,145.6,145.4,145.3,145.1
Revenue,26.2,37.5,39.7,24.8,25.9,32.9,31.3,18.3,18.0,21.8,17.7,21.7,21.4,29.7,30.5,22.1,20.2,29.3
Shares_Diluted,4.116,4.083,4.113,4.115,4.115,4.115,4.115,4.113,4.115,4.115,4.12,4.207,4.225,4.227,4.206,4.202,4.221,4.231
Total_Assets,81.8,84.0,83.5,78.5,114.5,116.5,114.0,108.8,104.6,106.3,102.2,105.3,104.9,107.1,105.0,94.3,91.2,86.4
Total_Liabilities,127.8,131.4,134.3,133.5,169.8,172.5,172.1,171.3,167.7,169.4,167.5,171.7,169.1,170.0,170.1,164.5,162.8,165.7
