AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,570.0,632.3,733.4,769.7,812.3,310.6,263.8,206.9,173.4,,,,,,
Current_Liabilities,103.2,129.7,127.6,148.3,137.6,142.9,132.8,116.7,81.1,,,,,,
Diluted_EPS,0.046,0.169,0.172,0.106,0.066,0.167,0.174,-0.465,0.134,0.379,0.163,0.149,-0.088,,
Goodwill_Intangibles,18.5,17.5,17.2,16.7,16.2,15.4,14.5,13.9,12.8,,,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,541.8,541.6,541.3,541.1,540.9,0.0,0.0,0.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,183.7,210.5,227.0,239.9,227.3,220.1,212.7,183.0,125.4,114.3,102.9,87.7,113.3,112.6,
Shares_Diluted,109.984,114.744,119.81,124.091,127.05,124.336,126.474,114.75,92.2775,,,,,,
Total_Assets,657.1,714.6,818.4,858.1,901.9,398.6,352.2,290.7,237.8,,,,,,
Total_Liabilities,661.0,685.9,685.1,708.5,698.3,163.7,156.1,141.8,133.4,,,,,,
