AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,402.7,410.4,483.5,538.5,99.0,140.5,,,
Current_Liabilities,204.6,100.6,101.3,71.4,71.0,68.2,,,
Diluted_EPS,-0.254,-0.315,-0.158,0.13,-0.195,-0.812,-0.532,-0.24,-0.136
Goodwill_Intangibles,374.8,,,,,,,,0.0
Inventory,41.6,36.3,33.5,31.2,29.1,33.0,,,
LT_Debt,56.5,28.8,29.4,11.0,18.0,18.5,0.0,0.0,0.0
Revenue,36.2,53.9,57.8,43.2,47.0,64.2,64.0,38.6,30.1
Shares_Diluted,337.752,244.3687,256.055,241.2614,236.2234,236.2234,,,
Total_Assets,933.3,517.7,554.1,603.4,175.5,219.6,,,
Total_Liabilities,296.0,188.2,166.0,212.1,406.0,406.2,,,
