AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,135.4,123.0,106.3,110.0,81.6,80.9,74.8,88.2,82.0,65.2,69.4,56.2,53.4,60.4,50.9,67.4
Current_Liabilities,178.5,168.7,163.9,187.4,156.8,151.3,146.9,153.2,154.7,100.5,112.6,130.1,121.6,115.2,88.4,94.7
Diluted_EPS,0.353,0.133,0.316,0.234,0.126,-0.105,0.237,0.56,0.139,1.998,0.119,0.204,0.183,0.002,0.21899999999999997,0.15
Goodwill_Intangibles,199.6,204.9,214.7,220.4,174.3,177.1,181.7,186.4,184.3,168.1,178.8,136.3,139.0,143.8,147.8,152.2
Inventory,56.8,52.7,46.1,39.6,24.4,24.4,23.3,22.4,19.6,4.9,12.5,5.8,12.8,15.1,14.1,15.4
LT_Debt,788.2,799.0,810.6,795.6,546.8,539.8,527.3,522.1,518.6,527.0,534.9,520.8,527.5,536.9,519.3,538.1
Revenue,1475.0,1093.2,1077.5,985.1,859.3,657.3,551.2,591.0,398.4,391.7,512.4,559.7,605.5,471.8,547.2,670.8
Shares_Diluted,37.9574,37.9594,37.8918,37.9068,37.905,37.8693,37.8717,37.8686,37.7382,35.9959,34.596,34.464,34.461,34.4565,34.4452,34.4394
Total_Assets,1275.4,1280.8,1270.1,1280.0,1004.6,1009.9,1014.3,1030.2,1021.7,952.9,911.1,919.1,928.7,956.7,866.9,898.5
Total_Liabilities,1204.3,1206.0,1213.6,1218.5,932.4,922.5,904.7,910.1,903.1,821.5,832.8,827.3,825.1,834.9,756.0,781.6
