AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,371.6,406.1,347.1,361.8,279.9,163.9,194.0,213.6,220.8,237.7,265.4,96.4,0.8,1.1,1.2,1.4,1.4,1.6,0.0
Current_Liabilities,108.3,114.6,133.7,122.7,98.9,102.5,115.3,78.7,67.6,77.0,75.8,91.9,4.6,0.4,0.2,0.1,0.1,0.0,0.4
Diluted_EPS,-0.277,-0.189,-0.343,-0.232,1.455,-0.287,-0.466,-0.454,-0.361,-0.076,-2.592,-0.58,-7.471,-0.502,-0.1689999999999999,-0.448,0.047,0.0409999999999999,0.0
Goodwill_Intangibles,1.7,1.8,1.7,1.4,1.4,1.4,1.4,1.4,0.9,0.9,1.0,1.0,,,,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,13.5,13.4,14.9,15.1,7.0,7.7,4.7,5.1,4.4,4.3,4.9,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,10.6,40.5,16.3,18.5,110.8,16.9,6.9,5.6,7.4,9.3,7.9,14.5,7.3,5.0,6.1,11.0,,,
Shares_Diluted,76.6713,75.359,65.6343,64.9156,63.402,62.9223,62.9115,62.9091,62.9088,62.9086,62.9086,52.9704,1.1636,33.0938,33.0938,33.0938,17.9688,17.9688,16.0938
Total_Assets,407.6,439.1,381.5,396.6,303.9,188.1,214.2,233.1,236.4,253.2,281.5,113.0,156.5,168.1,175.8,179.8,171.9,171.0,0.5
Total_Liabilities,192.1,209.6,259.8,262.0,179.0,162.1,176.3,150.8,143.3,166.3,160.5,184.7,9.5,5.7,5.7,5.8,5.5,5.5,0.4
