AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,1613.1,1606.6,1605.9,1590.7,1625.9,1596.7,2288.5,2501.4,1812.9,1619.9,1710.2,2179.2,1580.3,1606.0,1759.4,1682.5,1665.7,1608.7
Current_Liabilities,1658.7,1563.8,1518.5,1548.2,1378.3,1261.1,1760.9,1949.6,1459.3,1451.3,1466.6,1600.2,1354.2,1359.3,1467.0,1504.6,1517.6,1191.7
Diluted_EPS,0.182,0.103,0.004,0.128,0.061,0.033,0.116,0.05,0.136,-0.015,-0.3229999999999999,0.2269999999999999,0.285,0.2189999999999999,0.19,0.366,0.222,0.1689999999999999
Goodwill_Intangibles,2991.1,3004.2,2867.0,2810.6,2538.6,2540.2,1530.5,1522.0,1562.4,1483.1,1532.4,1595.7,1572.8,1617.9,1681.4,1614.8,1009.0,826.4
Inventory,443.3,419.3,407.5,384.8,404.9,398.0,413.8,479.6,525.5,541.1,520.4,478.1,474.2,460.6,489.2,427.6,462.6,430.0
LT_Debt,2253.4,2335.5,2223.4,2076.3,1908.7,1936.9,1577.0,1580.8,1638.5,1815.2,1980.0,2410.0,1922.2,1941.5,2018.9,1643.7,855.0,875.3
Revenue,755.4,735.3,691.0,707.0,628.3,603.3,557.3,662.1,632.9,535.8,427.1,758.3,721.0,715.3,684.3,813.8,624.9,556.7
Shares_Diluted,318.3024,318.4159,318.1794,318.3955,318.7215,318.6739,295.7868,293.3555,272.9545,265.7812,265.6563,267.395,267.5625,268.2133,267.6109,266.2332,267.4815,269.212
Total_Assets,7605.3,7478.6,7223.0,7091.8,6822.6,6776.2,6309.0,6477.0,5914.6,5658.1,5904.4,6582.6,5812.4,5839.1,6144.1,5706.0,4818.9,4362.9
Total_Liabilities,4367.4,4340.7,4202.7,4123.1,3906.7,3855.9,3956.0,4151.9,3799.3,3937.3,4156.6,4650.8,3968.0,4028.6,4248.2,3849.5,3066.4,2710.5
