AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,18711.0,18985.0,5829.0,6247.0,5381.0,5369.0,6929.0,6456.0,5594.0,6343.0,5117.0,4507.0
Current_Liabilities,7529.0,7943.0,8619.0,8002.0,6870.0,5876.0,6586.0,6018.0,5419.0,5748.0,5964.0,6311.0
Diluted_EPS,0.807,0.773,0.8,0.968,0.597,0.713,0.887,1.012,0.551,0.696,0.918,1.156
Goodwill_Intangibles,16283.0,16300.0,16305.0,12985.0,12913.0,12922.0,12899.0,12831.0,12818.0,12819.0,12828.0,12816.0
Inventory,451.0,540.0,535.0,397.0,467.0,465.0,479.0,460.0,319.0,423.0,460.0,393.0
LT_Debt,32464.0,31837.0,18758.0,16835.0,16526.0,17263.0,18308.0,18857.0,19132.0,19932.0,17462.0,16314.0
Revenue,3868.0,3619.0,3919.0,3666.0,3582.0,3488.0,3680.0,3665.0,3155.0,3416.0,3952.0,3754.0
Shares_Diluted,507.0,507.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,510.0,513.0
Total_Assets,54769.0,55050.0,41963.0,39777.0,37676.0,37452.0,38854.0,39010.0,38537.0,40076.0,37019.0,36062.0
Total_Liabilities,43952.0,43937.0,31431.0,29251.0,27576.0,27381.0,29281.0,28974.0,28564.0,29877.0,27603.0,26419.0
