AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,122.4,127.2,136.5,128.0,126.9,56.5,56.4,35.8,35.4,41.5,48.4,38.7,130.0,131.7,136.3,123.9
Current_Liabilities,27.5,25.2,30.8,25.4,26.8,26.1,29.7,29.4,31.4,40.5,46.7,39.6,145.5,130.5,115.9,114.1
Diluted_EPS,0.015,-0.074,0.043,0.055,0.058,0.025,0.083,0.018,-0.032,0.004,0.044,-0.027999999999999997,0.011,0.064,0.168,-0.028999999999999998
Goodwill_Intangibles,8.9,8.4,7.9,8.0,7.4,7.7,8.1,9.3,10.5,11.6,12.6,17.2,177.7,184.6,191.4,200.5
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,13.1,15.8,16.9
LT_Debt,3.1,5.1,6.0,7.1,8.4,9.6,10.7,9.5,11.1,7.3,7.1,9.0,550.9,597.4,616.4,657.0
Revenue,28.3,23.8,36.8,27.5,30.3,27.5,35.1,26.1,19.6,24.2,38.5,26.9,71.3,73.0,70.7,65.4
Shares_Diluted,59.4143,60.8864,57.6556,60.6094,58.014,54.3985,50.2424,50.3127,49.5231,48.9979,45.3147,47.7441,110.2,138.6,146.9,111.1
Total_Assets,137.0,140.6,149.8,141.9,140.4,71.2,72.4,54.0,55.6,63.4,69.4,65.1,994.5,1019.3,1031.5,1058.6
Total_Liabilities,30.6,30.2,36.8,32.5,35.2,35.6,40.4,38.9,42.5,47.8,53.8,51.7,803.7,831.5,839.1,880.8
