AAII_QTR_DATA,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017
Current_Assets,0.9,0.9,1.0,1.0,1.1,0.5,0.9,0.6,1.8,3.5,0.9
Current_Liabilities,13.7,13.8,12.8,13.3,10.1,10.4,8.2,6.5,4.9,6.2,3.9
Diluted_EPS,-0.027,-0.06,-0.068,-0.378,-0.047,-0.156,-0.099,-0.273,-0.177,-0.109,-0.084
Goodwill_Intangibles,,,,0.0,7.4,7.4,7.4,7.7,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,5.9,5.4,5.0,4.3,4.4,4.1,4.0,3.9,2.4,1.9,1.3
Revenue,0.6,0.9,1.3,0.8,1.1,0.7,1.2,1.1,0.6,0.7,0.9
Shares_Diluted,49.5617,49.5617,33.9795,28.8967,27.7645,24.7538,25.0599,21.1028,18.0679,15.387,11.7131
Total_Assets,6.9,7.4,8.1,8.4,16.3,17.0,17.6,14.4,13.8,11.3,6.2
Total_Liabilities,21.6,21.1,20.0,20.0,18.8,19.0,16.9,12.3,9.5,8.6,5.4
