AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
Current_Assets,110.1,102.1,108.2,105.1,97.4,74.4,87.4,83.9,39.4,,,,
Current_Liabilities,59.5,69.1,54.3,48.2,37.4,32.9,28.7,26.9,28.7,,,,
Diluted_EPS,0.037,0.031,0.246,0.079,0.12,-0.054,0.032,-0.04,0.08,0.025,0.134,0.1369999999999999,0.039
Goodwill_Intangibles,79.7,81.2,71.0,54.6,41.0,40.8,16.3,13.6,13.7,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,29.4,30.5,25.8,19.4,18.1,18.4,13.2,11.6,11.7,0.0,0.0,0.0,0.0
Revenue,76.1,75.6,71.2,114.9,52.5,41.9,39.7,36.5,31.8,29.9,92.1,31.7,28.6
Shares_Diluted,12.6696,13.3466,11.7684,11.4489,10.5944,9.0904,8.9353,11.0922,11.0922,,,,
Total_Assets,268.1,255.8,204.7,184.5,161.9,138.2,124.4,117.3,72.1,,,,
Total_Liabilities,140.8,132.9,87.9,76.1,63.8,59.8,52.5,49.1,53.8,,,,
