AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.017,-0.001,0.014,0.76,0.141,-0.156,0.056,0.021,-0.001,0.017,0.023,-0.133,-0.048,0.393
Goodwill_Intangibles,138.2,101.2,92.3,98.5,92.7,81.0,86.3,85.6,90.6,95.7,99.1,106.2,114.1,116.4
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,833.0,754.6,807.6,702.9,673.5,533.4,502.5,505.3,505.5,555.8,656.0,656.1,682.6,573.9
Revenue,65.2,59.3,58.8,118.7,58.8,53.6,55.1,52.1,51.1,51.2,52.5,41.6,52.4,54.3
Shares_Diluted,67.6545,67.4288,67.5473,67.5528,67.5642,69.0962,71.3956,72.0363,71.9463,71.8934,71.9568,72.085,72.0826,72.9873
Total_Assets,2531.5,2473.0,2543.4,2427.7,2354.2,2212.4,2314.3,2313.8,2338.3,2407.3,2528.6,2534.3,2586.1,2507.2
Total_Liabilities,945.0,869.1,924.7,808.2,769.9,640.9,619.5,611.1,609.3,668.5,779.2,774.8,798.0,687.6
