AAII_QTR_DATA,06/30/2022,03/31/2022,03/20/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,10.3,10.5,10.5,11.1,11.2,11.8,12.8,12.8,9.2,8.6,4.6,2.6,0.1,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,,,,,,0.9,0.4,0.4,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,-0.003,-0.005,-0.005,-0.006,0.005,-0.014,-0.001,-0.003,0.164,0.115,0.046,0.0,-0.003,-0.003,0.001,-0.006,-0.005,-0.002
Goodwill_Intangibles,0.3,0.2,0.2,0.3,0.2,,0.0,0.6,0.4,0.1,0.1,0.0,,,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,3.0,3.3,3.3,3.7,3.8,0.0,0.8,5.9,0.0,1.8,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,,0.0,,0.0,,0.0,0.0,0.0,6.3,4.1,2.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0
Shares_Diluted,40.3929,39.1938,39.1938,39.6535,38.9909,38.9795,38.8104,39.0508,38.2458,39.3428,38.447,317.1136,16.6836,16.5693,16.4978,16.4353,15.2853,16.0853
Total_Assets,10.7,10.8,10.8,11.5,11.6,12.0,13.0,13.4,9.7,8.6,4.7,2.7,0.1,0.1,0.1,0.1,0.1,0.1
Total_Liabilities,3.5,3.8,3.8,4.2,4.3,1.2,3.8,6.4,0.0,2.3,4.4,0.0,0.2,0.1,0.0,0.0,0.1,0.1
