AAII_QTR_DATA,02/28/2023,11/30/2022,08/31/2022,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018
Current_Assets,292.7,426.1,364.4,355.9,342.6,337.8,508.9,471.0,239.3,238.9,320.2,291.4,274.7,284.7,236.3,204.3,215.7,231.5,197.4
Current_Liabilities,337.2,318.0,279.7,284.2,283.7,322.9,271.6,266.1,265.7,262.5,227.7,225.2,230.7,240.9,215.3,204.2,182.0,186.0,188.2
Diluted_EPS,0.534,0.538,0.496,0.658,0.458,0.333,0.696,0.305,0.425,0.391,0.529,0.375,0.464,-0.106,0.299,0.181,0.208,0.187,0.32
Goodwill_Intangibles,1252.8,888.4,906.3,925.4,944.3,958.3,670.6,682.5,694.0,704.5,513.8,519.6,526.4,532.2,569.0,583.5,365.3,373.9,382.7
Inventory,,5.0,4.6,2.8,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,804.1,611.8,612.9,613.9,614.9,534.5,538.7,542.8,343.8,364.3,271.3,276.8,280.4,284.0,287.6,291.2,108.0,110.3,111.7
Revenue,164.2,157.1,151.2,148.7,144.9,140.1,147.4,122.5,121.3,122.4,109.7,100.4,109.7,117.0,106.7,100.0,89.5,98.1,92.6
Shares_Diluted,44.353,44.091,43.935,44.253,44.708,44.854,44.502,44.472,44.652,45.138,45.364,45.267,45.515,44.881,45.303,45.287,45.286,46.135,45.576
Total_Assets,1643.6,1411.5,1346.3,1354.6,1353.1,1363.5,1275.5,1240.0,1027.1,1041.8,919.5,895.6,890.2,881.3,859.9,829.9,615.9,644.2,625.4
Total_Liabilities,1230.2,1013.0,979.3,982.4,984.8,951.0,878.7,874.3,674.5,695.8,551.3,555.6,562.2,551.0,527.0,514.6,309.2,320.1,320.0
