AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021
Current_Assets,65.7,54.3,60.0,67.7,96.1,206.2,1.3,2.0,3.0
Current_Liabilities,60.8,35.8,32.7,28.8,30.2,70.0,2.4,1.2,0.4
Diluted_EPS,-0.189,-0.236,-0.128,-0.45,-0.143,-0.88,-0.192,-0.237,-0.013
Goodwill_Intangibles,132.5,134.4,154.7,156.6,173.6,175.3,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,192.8,192.3,191.8,191.3,190.9,190.4,0.0,0.0,0.0
Revenue,42.2,40.4,40.7,37.6,36.4,145.6,0.0,0.0,0.0
Shares_Diluted,138.5486,126.483,126.2703,126.2239,131.8826,135.5662,10.0516,9.969,45.8474
Total_Assets,204.6,195.3,216.9,226.5,271.8,383.3,360.3,361.0,361.8
Total_Liabilities,258.6,233.2,225.0,220.7,221.8,261.0,15.3,14.2,13.2
