AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,329.4,244.2,231.3,247.5,242.8,288.4,365.7,270.0,268.1,261.3,255.3,301.8,196.9,221.5,45.6,66.8,,
Current_Liabilities,182.2,196.5,174.2,166.2,154.2,132.7,141.4,127.4,112.4,109.2,88.2,80.5,59.0,75.8,74.2,39.7,,
Diluted_EPS,0.148,0.168,0.226,0.285,0.097,0.113,0.037,0.231,0.115,0.152,0.124,0.216,0.044,0.318,0.1369999999999999,0.295,0.157,0.168
Goodwill_Intangibles,812.9,813.2,815.1,795.0,784.7,755.3,626.2,554.8,490.9,374.3,350.2,306.9,232.4,256.4,234.1,156.1,,
Inventory,2.5,2.5,3.0,2.8,2.4,1.8,1.7,1.9,1.4,1.1,1.0,1.1,0.7,0.6,0.5,0.7,,
LT_Debt,497.8,390.6,385.4,403.8,401.0,417.3,385.0,195.1,183.5,84.0,83.1,67.6,47.6,52.8,51.9,42.5,0.0,0.0
Revenue,117.5,116.8,120.3,113.9,100.2,91.4,74.9,79.3,65.9,59.0,52.3,54.8,39.1,40.0,34.1,25.7,18.9,17.1
Shares_Diluted,90.6471,90.4989,90.4806,91.3419,93.5253,94.4008,94.2256,94.2277,94.3188,94.1917,93.0048,93.0048,215.5074,29.7531,29.7531,29.7531,,
Total_Assets,1448.2,1360.0,1333.7,1319.9,1296.9,1304.8,1203.3,997.2,914.4,772.2,734.5,725.0,515.8,571.9,368.9,286.4,,
Total_Liabilities,804.7,731.8,722.5,718.1,703.9,700.7,606.7,411.6,383.6,254.8,236.7,213.2,150.1,183.7,173.8,116.3,,
