AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,102.5,92.9,87.2,77.7,81.9,79.3,76.6,51.1,60.8,54.8,56.3,52.7,16.4,22.9,27.7,,,
Current_Liabilities,52.7,48.1,48.4,44.9,51.9,50.5,44.6,41.0,41.8,36.2,36.0,32.4,30.1,32.1,27.8,,,
Diluted_EPS,0.085,0.054,0.052,0.045,0.025,-0.104,-0.082,-0.213,-0.018,-0.019,-0.071,-0.655,-1.038,-1.726,-0.396,-0.498,-0.193,-0.295
Goodwill_Intangibles,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.4,0.4,0.2,0.3,0.3,0.3,0.3,0.3,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,83.3,80.1,73.1,73.2,79.4,71.5,79.3,70.2,60.9,52.3,52.0,54.8,57.3,50.9,35.3,41.0,36.2,28.8
Shares_Diluted,52.5629,52.2932,51.7565,51.378,51.1409,50.7379,49.8761,46.5422,46.488,46.1136,45.8634,45.7331,45.7332,45.7331,45.7331,,,
Total_Assets,110.0,101.1,96.1,87.3,91.1,87.2,84.9,57.6,67.2,62.0,63.3,59.6,22.1,28.7,31.8,,,
Total_Liabilities,54.4,50.1,51.0,47.9,55.0,52.9,47.1,42.2,42.7,37.2,37.1,32.8,30.1,32.1,27.8,,,
