AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,775.3,865.3,871.9,983.9,1078.3,1113.1,1159.6,1087.0,1288.5,730.7,764.4,898.8,869.0,724.5,700.1,700.4,717.1,719.5
Current_Liabilities,358.7,309.0,341.8,370.7,484.4,499.0,465.7,474.1,355.8,333.7,356.4,465.2,456.2,351.2,324.5,325.8,236.1,128.0
Diluted_EPS,-0.614,-0.132,-0.29,-0.138,0.124,-0.409,0.532,-0.26,1.512,1.706,0.069,-0.037,0.108,0.121,0.188,0.157,0.077,0.11
Goodwill_Intangibles,27.9,27.7,27.5,27.6,27.6,27.5,26.9,26.9,27.5,27.5,28.1,28.1,29.8,27.8,28.0,28.0,22.1,22.1
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,10.8,17.8,38.8,64.4,68.9,90.5,118.6,116.0,141.6,102.3,44.7,71.8,47.3,35.7,49.3,47.1,71.3,87.8
Revenue,69.0,59.0,41.0,111.6,148.9,113.5,134.2,159.3,158.9,63.0,40.6,36.4,62.9,54.4,52.7,55.1,48.4,43.0
Shares_Diluted,128.9421,139.7426,139.7426,139.7426,141.3188,144.4706,148.5799,149.2194,150.2424,150.1858,150.8194,153.3299,152.7034,151.0578,76.2825,76.2185,108.4328,151.1049
Total_Assets,994.4,1188.9,1238.8,1406.5,1551.5,1592.8,1658.4,1594.3,1758.6,1474.8,1184.8,1353.2,1370.2,1219.2,1187.5,1203.3,1101.2,1004.1
Total_Liabilities,381.9,353.6,407.3,436.7,560.8,607.5,609.0,611.7,546.0,470.7,405.8,541.2,511.1,387.7,374.1,372.7,309.1,222.0
