AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,75.8,81.1,90.7,94.9,98.9,106.6,24.4,,,,
Current_Liabilities,40.9,43.7,43.7,42.5,40.4,42.5,36.7,,,,
Diluted_EPS,-0.26,-0.215,-0.234,-0.176,-0.216,-1.064,-0.159,-0.34,0.253,-0.128,-0.233
Goodwill_Intangibles,8.6,8.8,5.3,5.4,5.5,5.6,5.7,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.3,0.4,0.4,0.2,0.1,0.3,0.3,0.0,0.0,0.0,0.0
Revenue,13.2,11.2,12.6,14.8,11.8,37.9,9.0,17.5,14.4,6.4,10.9
Shares_Diluted,34.5978,33.6298,32.836,32.2582,31.6197,21.9721,31.2549,,,,
Total_Assets,107.3,115.5,118.8,121.2,112.4,120.4,40.6,,,,
Total_Liabilities,75.5,78.0,78.5,75.4,64.7,67.5,55.6,,,,
