AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,06/30/2020
Current_Assets,104.4,134.4,27.2,0.4,22.5,1.1,33.5,1.6,,
Current_Liabilities,36.5,50.3,45.6,2.2,28.6,0.0,29.9,0.0,,
Diluted_EPS,-0.106,-0.548,-0.215,0.113,-0.17,0.176,-0.058,-0.061,-0.049,-0.023
Goodwill_Intangibles,30.3,28.7,16.6,0.0,15.0,0.0,13.4,0.0,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,9.8,16.5,27.5,0.0,21.1,0.0,21.9,0.0,0.0,0.0
Revenue,19.3,16.2,17.2,,42.6,0.0,19.1,0.0,24.8,12.7
Shares_Diluted,81.854,73.043,80.4921,28.75,80.4921,28.75,80.4921,28.3083,,
Total_Assets,141.3,170.8,48.4,230.5,41.5,231.1,51.8,231.6,,
Total_Liabilities,57.4,79.7,80.2,21.0,55.5,18.5,57.2,25.0,,
