AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,113.0,133.0,134.0,140.7,156.8,175.6,220.5,65.8,54.2,,,,,,
Current_Liabilities,124.9,108.8,103.2,97.5,92.4,98.1,108.0,101.8,93.6,,,,,,
Diluted_EPS,-0.095,-0.112,-0.147,-0.134,-0.132,-0.123,-0.26,-0.048,-0.152,,,-0.113,-0.061,,
Goodwill_Intangibles,12.1,12.3,12.5,12.6,12.8,13.0,13.2,13.4,13.7,,,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,30.0,31.4,32.9,34.3,35.8,59.0,59.8,47.7,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,43.3,44.1,41.1,42.0,41.7,42.7,43.0,41.6,37.7,35.2,30.6,28.7,25.9,0.0,24.1
Shares_Diluted,135.0879,131.7071,132.185,129.7452,127.8328,129.3492,102.9388,126.4895,124.0866,,,,,,
Total_Assets,185.8,206.2,210.8,219.1,209.3,223.3,267.5,112.1,96.1,,,,,,
Total_Liabilities,147.8,162.8,159.3,156.1,134.4,138.0,171.1,219.5,205.0,,,,,,
