AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,51.2,48.8,50.2,51.6,49.9,42.5,42.4,40.5,39.7,35.2,38.6,35.9,34.1,27.0,26.7,26.4,22.4,23.3,24.5
Current_Liabilities,25.5,26.1,27.2,28.6,27.0,23.9,23.8,21.8,20.1,17.5,20.4,19.1,19.6,16.3,18.0,22.6,15.8,16.9,17.0
Diluted_EPS,0.968,0.883,0.361,0.338,0.31,0.019,0.351,0.366,0.926,0.634,0.429,0.069,0.626,0.496,0.522,0.57,0.5489999999999999,0.426,0.484
Goodwill_Intangibles,25.4,25.7,26.0,26.3,25.9,23.7,23.7,23.5,23.5,19.1,19.2,19.4,19.6,13.7,13.8,13.9,13.8,13.9,11.5
Inventory,19.7,20.2,21.5,20.8,16.8,16.6,15.4,14.6,13.1,11.0,10.2,11.1,10.9,7.7,7.1,6.2,5.3,5.5,5.1
LT_Debt,19.0,21.1,22.9,23.9,25.1,20.5,21.4,22.1,24.2,19.1,22.0,22.6,21.2,14.1,15.6,13.1,18.0,19.3,23.1
Revenue,39.5,32.7,32.2,31.9,31.0,27.3,26.4,26.4,24.0,19.9,21.3,18.6,25.3,21.1,22.2,24.5,21.8,21.1,19.8
Shares_Diluted,3.5028,3.4762,3.4761,3.4648,3.434,3.4094,3.4098,3.4098,3.3937,3.3253,3.326,3.3193,3.3132,3.4424,3.2492,3.2128,3.1784,3.1654,3.0925
Total_Assets,100.9,99.6,100.2,101.7,100.5,91.0,90.1,87.8,87.2,74.5,78.0,76.0,74.9,62.5,62.8,63.1,59.3,50.6,51.4
Total_Liabilities,54.0,56.6,60.3,63.1,63.9,56.3,55.5,54.4,55.2,47.0,52.6,52.0,51.3,41.1,43.9,46.5,44.7,37.8,40.1
