AAII_QTR_DATA,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,7.1,7.5,8.5,8.7,9.3,9.3,10.9,12.2,15.9,14.0
Current_Liabilities,2.9,3.2,4.2,3.8,4.2,4.0,5.8,5.4,7.1,7.6
Diluted_EPS,-0.011,-0.009,-0.051,-0.012,-0.01,-0.027,-0.063,-0.02,0.07400000000000001,0.006
Goodwill_Intangibles,4.7,4.9,5.2,9.4,9.7,10.0,12.0,14.9,15.2,15.5
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,90.1,89.3,88.4,87.6,86.8,86.0,85.9,85.9,86.0,86.0
Revenue,12.6,12.4,12.3,14.0,15.7,15.7,32.2,15.9,14.6,14.3
Shares_Diluted,113.5879,110.2163,110.1884,110.1884,110.2683,103.7852,100.4962,96.39,96.8091,94.2292
Total_Assets,12.2,12.8,14.0,18.4,19.4,19.6,23.3,27.4,31.1,29.6
Total_Liabilities,93.3,92.6,93.0,91.8,91.5,90.6,92.4,92.2,94.1,94.7
