AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,371.3,389.5,444.6,513.6,539.1,627.8,807.7,710.9,90.0,66.3,77.8,113.3,134.8,183.7,164.4,32.3,,
Current_Liabilities,66.2,58.7,49.2,86.0,48.8,46.7,58.5,71.8,18.4,77.8,43.5,217.7,210.2,163.1,127.7,84.9,,
Diluted_EPS,-0.393,-0.304,-0.23,-0.136,-0.204,0.059,-0.205,-0.691,-0.833,-4.042,-0.43,-0.342,-0.133,-0.579,-0.1369999999999999,-0.159,-0.516,-0.117
Goodwill_Intangibles,105.2,233.6,294.3,295.7,90.8,95.1,3.6,3.7,3.8,13.8,14.2,43.3,43.3,117.8,15.5,10.6,,
Inventory,97.2,108.6,106.7,107.1,45.2,28.9,27.8,26.4,22.2,27.5,45.5,63.6,58.0,34.3,25.1,9.0,,
LT_Debt,103.4,175.4,177.2,179.5,20.6,15.2,0.6,0.7,0.8,37.7,105.4,12.9,12.7,71.3,158.9,46.8,0.0,0.0
Revenue,178.0,170.7,165.6,13.0,16.8,10.7,6.8,7.3,10.6,9.8,15.7,10.9,11.5,22.3,16.0,1.2,,0.0
Shares_Diluted,236.9417,239.2878,236.4548,206.1462,207.3257,208.85,188.6932,143.9597,52.6184,13.4269,106.607,107.32,849.4739999999998,134.269,74.73100000000002,83.8073,,
Total_Assets,1154.5,1345.6,1392.9,1478.0,1057.0,1076.8,1044.9,851.2,224.2,172.6,234.8,374.3,398.2,504.2,306.0,137.7,,
Total_Liabilities,187.2,278.2,271.5,312.5,72.8,61.9,59.1,72.4,22.5,118.9,152.4,236.8,229.2,240.1,290.6,135.5,,
