AAII_QTR_DATA,01/31/2023,10/31/2022,07/31/2022,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018
Current_Assets,518.6,511.7,551.0,558.4,328.3,305.4,289.1,286.6,293.7,266.5,254.7,257.6,266.8,255.6,245.6,256.2,257.8,239.8,231.8
Current_Liabilities,311.6,228.4,214.5,226.8,219.3,195.2,179.5,182.4,188.0,162.0,152.1,161.7,165.6,144.6,127.9,134.2,128.1,121.1,114.2
Diluted_EPS,-0.803,-0.279,-0.23,-0.18,-0.277,-0.183,-0.192,-0.146,-0.157,-0.142,-0.172,-0.152,-0.21,-0.163,-0.188,-0.189,-0.178,-0.162,-0.176
Goodwill_Intangibles,67.2,66.5,20.2,20.5,21.1,21.6,22.2,21.1,21.6,22.0,22.4,22.8,23.3,23.7,24.1,24.5,25.0,30.4,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,210.4,208.4,206.4,204.5,0.0,0.0,0.0,0.6,1.7,2.8,3.9,5.0,6.1,7.2,8.3,9.4,10.5,11.5,11.2
Revenue,103.0,101.1,98.8,93.2,90.7,89.2,86.5,80.3,79.3,77.2,75.0,73.9,70.4,71.8,69.7,64.1,63.3,61.4,57.8
Shares_Diluted,134.381,132.579,130.28,128.457,127.134,125.141,123.134,121.354,119.92,118.46,116.838,115.139,113.18,111.835,110.595,108.821,107.608,106.049,105.146
Total_Assets,668.6,666.2,660.9,669.3,441.3,429.2,413.6,414.1,421.5,395.3,386.6,392.2,402.2,331.3,313.7,323.2,326.0,293.2,287.2
Total_Liabilities,571.4,482.3,468.3,480.5,270.6,249.5,236.3,242.6,249.6,227.0,217.1,230.3,237.6,163.5,141.4,149.0,144.2,136.6,128.0
