AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,0.5,0.4,1.3,2.4,3.7,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,2.0,7.9,1.9,1.5,1.8,0.9,0.8,0.7,0.8,0.7,0.6,0.7,0.6,0.7,0.6,0.1,0.2,0.1,0.1,0.1
Diluted_EPS,,-0.012,-0.043,-0.015,-0.053,-0.01,-0.001,-0.001,-0.001,-0.001,-0.002,-0.002,-0.015,-0.001,-0.001,-0.002,-0.001,-0.001,-0.001,-0.001
Goodwill_Intangibles,,15.3,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,201.815,186.6003,170.0413,159.5046,152.3115,134.8538,134.1344,123.2585,114.6257,112.1931,109.7008,106.4609,96.7812,92.5562,87.9908,44.9185,35.45,35.45,35.45,
Total_Assets,1.0,17.4,1.8,2.9,4.3,5.3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0
Total_Liabilities,2.0,7.9,1.9,1.5,1.8,0.9,0.8,0.7,0.8,0.7,0.6,0.7,0.6,0.7,0.6,0.1,0.2,0.1,0.1,0.1
