AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
Current_Assets,115.2,137.3,132.5,112.9,101.2,90.9,84.4,77.5,24.5,22.7,23.8,13.6,9.9,13.4
Current_Liabilities,63.1,84.6,79.9,60.3,60.5,52.4,44.5,24.5,10.3,8.8,10.4,11.8,7.4,7.2
Diluted_EPS,0.001,0.051,0.043,0.092,0.097,-0.018,-0.011,0.032,0.006,0.091,0.088,-0.053,-2.541,-0.419
Goodwill_Intangibles,76.9,76.9,77.1,75.4,74.2,72.6,68.9,61.3,56.3,56.3,56.3,49.5,49.5,53.1
Inventory,34.2,32.5,34.1,24.6,22.8,16.9,12.9,10.8,4.9,5.6,3.2,3.3,2.1,1.5
LT_Debt,32.0,33.2,17.6,18.3,9.5,9.0,6.6,10.7,1.1,1.2,1.2,0.7,0.8,1.0
Revenue,28.7,28.6,27.2,25.8,23.6,21.6,16.7,12.2,9.8,8.0,6.7,3.3,1.3,1.4
Shares_Diluted,42.8,45.4054,45.35,45.9941,37.15,45.1339,41.1,51.6,160.65,29.9705,5.8032,5.49,5.4801,24.287
Total_Assets,236.8,259.1,236.6,214.5,201.2,188.4,177.3,159.2,101.5,96.6,95.0,76.1,71.0,89.3
Total_Liabilities,100.8,123.5,104.1,84.9,76.3,67.2,61.0,43.8,18.4,15.3,16.9,12.8,8.4,8.3
