AAII_QTR_DATA,12/31/2021,06/30/2021,12/31/2020,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018,12/31/2017,06/30/2017,12/31/2016,06/30/2016
Current_Assets,16.7,14.3,12.3,11.6,21.2,25.9,33.8,46.3,64.1,8.7,6.8,
Current_Liabilities,17.7,21.3,10.1,10.8,10.4,8.1,7.7,9.0,12.8,10.2,8.7,
Diluted_EPS,0.037,0.023,0.032,-0.311,-0.015,0.027,0.028,0.066,0.183,0.31,0.118,0.219
Goodwill_Intangibles,2.2,2.2,2.2,2.1,2.2,2.2,2.3,2.4,0.1,0.1,0.1,
Inventory,3.9,4.2,4.8,2.9,6.2,5.4,5.7,4.2,5.4,2.9,2.1,
LT_Debt,6.2,6.6,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,18.2,12.1,12.2,7.7,11.5,13.4,12.8,15.3,14.8,21.2,8.9,16.1
Shares_Diluted,32.2529,29.1785,25.9311,25.9136,25.9136,25.9696,25.9136,25.8446,15.7753,15.931,15.931,
Total_Assets,99.7,93.8,74.9,63.6,71.8,69.0,67.6,69.7,73.6,17.5,12.9,
Total_Liabilities,25.3,29.5,19.0,12.7,11.8,8.2,7.7,9.0,12.8,10.2,8.7,
