AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021
Current_Assets,1156.1,531.2,96.3,103.5,115.2,127.5,138.3,133.8
Current_Liabilities,561.4,265.4,19.7,18.6,21.5,25.4,25.3,15.3
Diluted_EPS,0.337,-0.118,-0.059,-0.115,-0.071,-0.067,-0.044,-0.156
Goodwill_Intangibles,553.6,286.7,38.8,39.6,40.4,41.2,38.6,39.3
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,205.7,0.4,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,851.2,110.8,13.8,12.0,9.6,15.9,18.5,12.3
Shares_Diluted,524.2144,138.8299,129.5662,124.4559,122.4356,122.5808,121.4193,117.6348
Total_Assets,2370.8,1682.4,144.2,152.0,164.8,177.8,182.2,177.6
Total_Liabilities,899.4,358.7,26.8,26.3,29.3,33.7,29.8,21.9
