AAII_QTR_DATA,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,988.1,657.3,634.0,424.1,676.6,621.5,556.6,520.1,596.2,1424.1,1427.7
Current_Liabilities,886.0,660.2,596.0,504.8,625.1,758.6,796.7,814.7,909.9,708.7,845.3
Diluted_EPS,1.245,0.251,-2.943,-9.281,-7.773,-2.647,1.21,1.322,0.249,3.319,1.558
Goodwill_Intangibles,,0.0,0.0,0.0,0.0,716.9,751.8,727.6,727.6,620.2,620.2
Inventory,30.8,37.2,46.0,51.2,45.1,47.9,49.1,58.3,62.6,55.6,55.5
LT_Debt,1987.8,1987.3,1986.8,1986.3,1985.8,2004.0,2004.9,2006.1,2007.2,1488.6,1488.1
Revenue,679.5,434.7,401.7,249.4,472.8,657.2,582.3,1123.4,577.0,624.1,591.5
Shares_Diluted,100.163,100.072,100.013,99.88,99.842,113.621,99.735,99.0935,98.73700000000001,93.916,93.867
Total_Assets,4965.1,4622.0,4606.0,4869.8,6218.3,7140.0,7619.2,7595.9,7557.2,6062.1,5818.4
Total_Liabilities,3264.6,3031.8,2980.5,2937.3,3347.2,3482.3,3648.0,3652.4,3714.2,2732.3,2792.6
