AAII_QTR_DATA,01/28/2023,11/05/2022,08/13/2022,05/21/2022,01/29/2022,11/06/2021,08/14/2021,05/22/2021,01/30/2021,11/07/2020,08/15/2020,05/23/2020,02/01/2020,11/09/2019,08/17/2019,05/25/2019,02/02/2019,11/10/2018,08/18/2018
Current_Assets,12670.0,13403.0,11909.0,12276.0,12174.0,13380.0,12332.0,12545.0,12503.0,12946.0,12286.0,12175.0,10890.0,11025.0,10140.0,10162.0,10803.0,10753.0,9746.0
Current_Liabilities,17238.0,17738.0,16566.0,16238.0,16323.0,16798.0,15603.0,15210.0,15366.0,15517.0,14578.0,14671.0,14243.0,14118.0,13350.0,13575.0,14274.0,14796.0,13349.0
Diluted_EPS,0.617,0.546,0.999,0.896,0.752,0.636,0.612,0.183,-0.099,0.801,1.029,1.519,0.401,0.322,0.365,0.949,0.318,0.3879999999999999,0.624
Goodwill_Intangibles,3815.0,3982.0,3993.0,4004.0,4018.0,4030.0,4042.0,4054.0,4073.0,4088.0,4105.0,4120.0,4142.0,4162.0,4198.0,4210.0,4345.0,4288.0,
Inventory,7560.0,8666.0,7315.0,7358.0,6783.0,7520.0,6541.0,6767.0,7063.0,7478.0,6344.0,6297.0,7084.0,7412.0,6526.0,6707.0,6846.0,7083.0,6241.0
LT_Debt,12068.0,12442.0,12488.0,13052.0,12809.0,12673.0,12608.0,12974.0,12502.0,11925.0,12386.0,12376.0,12111.0,12227.0,12130.0,12016.0,12072.0,11647.0,12121.0
Revenue,34822.0,34198.0,34638.0,44600.0,33048.0,31860.0,31682.0,41298.0,30737.0,29723.0,30489.0,41549.0,28893.0,27974.0,28168.0,37251.0,28091.0,27672.0,27869.0
Shares_Diluted,724.0,724.0,725.0,733.0,745.0,752.0,755.0,760.0,761.0,780.0,786.0,788.0,805.0,807.0,805.0,805.0,806.0,807.0,805.0
Total_Assets,49623.0,49987.0,48741.0,49091.0,49086.0,49829.0,48461.0,48811.0,48662.0,48465.0,47543.0,46942.0,45256.0,45393.0,44462.0,44319.0,38118.0,38141.0,36957.0
Total_Liabilities,39581.0,40032.0,39084.0,39680.0,39634.0,40310.0,39183.0,39562.0,39086.0,38395.0,37723.0,37586.0,36654.0,36478.0,35751.0,35738.0,30232.0,30489.0,29583.0
