AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,34.4,50.1,66.5,79.4,86.6,99.3,111.8,124.8,133.9,113.8,119.1,47.6
Current_Liabilities,17.5,18.0,14.5,15.1,5.3,4.7,3.3,3.4,3.0,3.7,3.8,6.2
Diluted_EPS,-0.492,-0.474,-0.508,-0.397,-0.317,-0.539,-0.296,-0.26,-0.311,-0.286,-0.431,-0.355
Goodwill_Intangibles,11.6,12.0,12.5,19.4,3.5,3.5,7.3,7.3,7.3,7.3,7.3,7.3
Inventory,,,,5.8,,,,,,,,0.0
LT_Debt,5.5,5.5,6.5,0.2,0.2,0.3,0.3,0.1,0.1,0.2,0.2,0.2
Revenue,0.8,0.1,6.0,0.1,0.2,0.6,0.5,0.5,0.5,0.6,0.8,0.6
Shares_Diluted,25.9711,25.6149,25.6133,25.603,25.5939,25.1705,25.1376,25.1375,24.1999,22.5812,20.5327,12.5615
Total_Assets,91.5,104.4,120.2,131.9,114.3,121.0,132.7,138.8,144.5,124.2,129.7,58.2
Total_Liabilities,29.6,30.5,35.7,35.2,8.4,7.9,7.8,7.4,7.2,8.0,8.2,10.4
