AAII_QTR_DATA,10/31/2022,07/31/2022,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018
Current_Assets,23.2,23.9,26.0,29.2,23.3,23.6,23.5,26.8,26.9,28.7,29.0,30.6,32.8,34.7,34.1,36.3,36.3,32.4
Current_Liabilities,10.3,8.3,9.6,10.7,9.1,7.5,8.3,7.8,6.2,6.1,8.6,8.4,9.3,7.9,7.1,7.4,8.3,8.2
Diluted_EPS,-0.443,-0.208,-0.244,-0.494,-0.237,-0.243,-0.332,-0.302,-0.337,-0.588,-0.591,-0.351,-0.21,-0.3,-0.238,-0.381,-0.465,-0.413
Goodwill_Intangibles,5.2,5.5,5.7,6.0,6.2,6.5,6.3,6.8,6.8,7.2,7.7,10.7,12.0,12.4,12.7,13.0,13.4,13.6
Inventory,16.8,14.4,14.2,14.0,11.5,11.9,12.2,11.5,11.9,13.3,13.8,13.3,13.6,13.1,11.2,10.8,11.7,11.9
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.6,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,4.9,8.7,9.1,3.8,8.3,6.8,4.2,6.4,6.5,5.1,3.2,8.9,8.2,6.8,9.9,12.3,14.7,8.4
Shares_Diluted,13.788,13.782,13.775,13.777,13.774,13.774,13.759,13.407,12.313,12.182,12.1795,12.167,12.158,12.128,12.119000000000002,12.12,12.119000000000002,12.093
Total_Assets,34.3,35.6,37.8,42.0,35.3,36.0,35.5,39.8,40.8,43.5,51.2,58.2,62.5,63.0,64.3,65.3,68.5,68.1
Total_Liabilities,12.0,9.9,10.7,11.8,10.4,8.7,9.0,9.3,9.8,9.8,10.7,10.6,12.4,11.0,10.4,8.6,8.3,8.2
