AAII_QTR_DATA,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
Current_Assets,175.3,158.5,139.3,191.1,156.3,109.1,,,,,
Current_Liabilities,311.8,326.8,342.9,322.8,313.9,298.1,,,,,
Diluted_EPS,0.158,0.15,0.118,0.092,-0.528,-0.102,-0.06,0.032,-0.057,0.053,-0.032
Goodwill_Intangibles,63.5,64.5,65.9,1.8,1.6,1.6,,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.6,0.4,0.9,1.1,0.5,0.6,0.0,0.0,0.0,0.0,0.0
Revenue,124.8,125.8,126.1,122.6,115.2,109.6,86.7,74.4,64.5,63.3,58.8
Shares_Diluted,197.9714,197.9714,197.9714,196.5231,196.5231,196.5231,,,,,
Total_Assets,383.0,373.3,371.7,313.0,273.7,218.9,,,,,
Total_Liabilities,456.6,478.2,510.7,474.1,452.3,404.2,,,,,
