AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
Current_Assets,21.1,23.7,24.9,23.7,31.5,43.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,145.1,67.3,58.0,43.6,25.1,22.7,0.6,0.6,0.6,0.5,0.5,0.4,0.4,0.4
Diluted_EPS,0.054,-0.192,0.02,0.43,-0.524,-1.83,-0.005,-0.001,-0.008,-0.001,-0.001,-0.001,-0.001,-0.001
Goodwill_Intangibles,96.1,98.1,100.1,102.2,104.3,108.1,,,,,,,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,73.8,73.6,73.4,73.2,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,11.3,9.9,10.6,11.1,11.1,43.0,,,,,,,0.0,0.0
Shares_Diluted,143.0785,131.7937,142.7765,142.7765,131.7937,39.9519,14.6437,14.6437,14.2235,13.7575,13.7575,13.7575,13.7575,13.7575
Total_Assets,131.1,138.8,141.1,143.4,151.7,168.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total_Liabilities,147.5,162.9,143.6,152.1,225.1,176.8,0.6,0.6,0.6,0.5,0.5,0.4,0.4,0.4
