AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.6,0.8,0.9,1.0,1.0,0.9,1.0,0.9,1.1,1.2,1.5,0.6,0.5,0.7,0.6,0.4,0.3,0.3
Current_Liabilities,6.6,6.2,5.3,4.9,4.1,3.5,3.4,3.2,3.1,3.7,4.0,4.0,3.8,4.0,3.8,3.8,2.9,3.0
Diluted_EPS,-1.681,-2.409,-1.877,-1.991,-1.7,-0.675,-1.068,-0.393,0.03,-0.004,-0.003,0.0,0.004,-0.003,-0.001,0.001,0.005,0.001
Goodwill_Intangibles,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.2,0.2,,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,1.3,1.4,1.5,1.4,1.5,1.5,1.6,1.4,1.5,2.0,1.8,0.8,0.9,0.9,0.9,0.7,1.4,1.4
Revenue,1.9,1.7,1.7,1.7,1.8,1.8,1.8,1.8,1.8,1.8,1.7,1.9,1.8,1.8,1.8,1.7,1.7,1.6
Shares_Diluted,0.4598,0.4513,0.444,0.436,0.4297,0.3997,0.3898,0.3875,28.791,29.0619,29.0619,29.0619,32.0619,29.0619,29.0619,29.0619,29.0619,29.0619
Total_Assets,1.7,1.9,2.0,1.5,1.6,1.5,1.5,1.5,1.6,1.7,1.9,1.0,0.9,0.9,0.8,0.7,0.3,0.3
Total_Liabilities,8.5,8.3,7.4,6.3,5.7,5.1,5.0,4.7,4.7,5.7,5.9,4.9,4.8,5.0,4.8,4.6,4.3,4.5
