AAII_QTR_DATA,06/30/2022,12/31/2021,06/30/2021,12/31/2020,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018
Current_Assets,32.7,33.8,35.1,25.9,17.0,15.8,12.8,20.8,18.8
Current_Liabilities,27.7,24.6,30.6,24.7,20.9,21.2,11.3,8.9,4.5
Diluted_EPS,-90.324,-13.085,-128.86,-153.807,-396.413,-400.65,-821.564,-972.359,-6.158
Goodwill_Intangibles,2.9,3.0,2.8,2.9,2.8,2.6,2.5,2.1,1.9
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,5.4,6.2,1.2,2.0,4.0,5.8,7.3,6.9,1.0
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,0.1478,1.2588,0.1107,0.0827,0.0372,0.0204,0.0134,0.0092,0.9188
Total_Assets,36.5,37.6,38.5,29.3,20.3,19.0,16.0,23.5,21.2
Total_Liabilities,33.3,31.3,32.0,26.8,25.0,27.1,18.8,16.0,5.6
